"201301ID60005","507740","176880","-0.449875","51.480572","1","3","2","1","41317","3","0.24791666666667","57","EHEATHROW","6","0","1","30","1","4","6","0","0","0","4","1","2","0","0","1","1","E01002447"
"201301ID60009","506740","176890","-0.464267","51.480851","1","3","3","1","41348","6","0.59722222222222","57","EHEATHROW","6","0","2","30","0","-1","-1","0","0","0","1","2","2","0","0","1","1","E01002444"
"201301ID60021","507560","177010","-0.452426","51.481775","1","3","1","1","41450","3","0.65347222222222","26","E09000017","5","0","1","30","1","2","1","4","0","0","1","1","1","0","0","1","1","E01002447"
"201301ID60033","507540","176530","-0.45286","51.477464","1","3","2","2","41484","2","0.25694444444444","57","EHEATHROW","6","0","3","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01002444"
"201301ID60037","507760","176750","-0.449626","51.4794","1","3","2","1","41500","4","0.30902777777778","57","EHEATHROW","6","0","3","40","3","2","6","0","0","0","1","1","1","0","0","1","1","E01002444"
"201301ID60042","507200","176820","-0.457666","51.480135","1","3","2","1","41541","3","0.88263888888889","57","EHEATHROW","6","0","6","30","9","4","6","0","0","0","4","1","1","0","0","1","1","E01002447"
"201301JI40007","540550","190070","0.027594","51.591902","1","3","1","1","41280","1","0.47916666666667","14","E09000026","4","168","6","30","0","-1","-1","0","0","1","1","1","1","0","0","1","2","E01003765"
"201301JI40034","541930","191530","0.048093","51.604676","1","3","1","3","41282","3","0.73263888888889","14","E09000026","3","113","6","30","2","2","5","0","0","5","4","1","1","0","0","2","1","E01003656"
"201301JI40052","540580","190110","0.028043","51.592254","1","3","1","1","41315","1","0.76041666666667","14","E09000026","4","168","6","30","6","4","4","168","0","1","4","2","2","0","0","1","1","E01003765"
"201301JI40056","541140","190330","0.03621","51.594091","1","3","2","1","41283","4","0.3125","14","E09000026","3","406","1","30","1","4","3","113","0","0","1","1","1","0","0","1","1","E01003762"
"201301JI40062","540840","190450","0.03193","51.595245","1","3","2","1","41314","7","0.96875","14","E09000026","3","406","3","30","3","4","6","0","0","0","4","1","2","0","0","1","2","E01003765"
"201301JI40065","541000","191230","0.034552","51.602214","1","3","2","2","41297","4","0.73263888888889","14","E09000026","5","0","6","30","3","4","6","0","0","0","1","5","2","4","0","1","1","E01003760"
"201301JI40100","540950","189930","0.033309","51.590545","1","2","1","1","41338","3","0.65763888888889","14","E09000026","3","113","6","30","3","4","6","0","0","4","1","1","1","0","0","1","1","E01003764"
"201301JI40114","542030","189900","0.048877","51.590004","1","3","2","2","41341","6","0.84930555555556","14","E09000026","3","1400","3","30","3","2","5","0","0","0","4","1","2","0","0","1","2","E01003681"
"201301JI40117","541950","191540","0.048386","51.604761","1","3","2","2","41344","2","0.84375","14","E09000026","3","113","6","30","3","4","5","0","0","0","4","1","1","0","0","2","1","E01003659"
"201301JI40131","541220","190270","0.037341","51.593532","1","3","2","1","41348","6","0.3125","14","E09000026","3","113","1","30","1","4","3","113","0","0","1","1","2","0","0","1","1","E01003764"
"201301JI40137","541840","190020","0.046184","51.59113","1","3","1","1","41356","7","0.625","14","E09000026","3","1400","3","40","6","4","5","0","0","0","1","1","1","0","0","1","1","E01003677"
"201301JI40160","540640","189690","0.028741","51.588465","1","3","2","1","41374","4","0.71875","14","E09000026","3","113","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01003764"
"201301JI40162","540560","189500","0.027511","51.586778","1","3","2","1","41371","1","0.69791666666667","14","E09000026","3","113","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01003759"
"201301JI40166","540850","190460","0.032079","51.595332","1","3","2","1","41372","2","0.54513888888889","14","E09000026","3","406","3","50","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01003765"
"201301JI40184","541750","191270","0.045391","51.602385","1","3","2","1","41353","4","0.65972222222222","14","E09000026","3","113","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01003659"
"201301JI40188","541460","190940","0.041073","51.599492","1","3","2","1","41388","4","0.75694444444444","14","E09000026","3","113","6","30","3","4","6","0","0","0","1","1","1","0","0","2","1","E01003761"
"201301JI40201","540580","189570","0.027827","51.587402","1","3","2","1","41376","6","0.54166666666667","14","E09000026","3","113","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01003764"
"201301JI40207","540880","190460","0.032512","51.595325","1","3","2","2","41393","2","0.375","14","E09000026","3","406","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01003765"
"201301JI40209","541120","190330","0.035922","51.594096","1","3","1","1","41403","5","0.70347222222222","14","E09000026","3","406","3","30","1","4","3","113","0","0","1","1","1","0","0","1","1","E01003762"
