"2499645","M3","Hampshire","Jct 10 Bar End Slip Closure South bound","2013-07-29T21:30:00","2013-08-28T05:30:00","Moderate (10 - 30 mins)","Closed follow diversions 2200 to 0600. White Lining.","Lane Closure","Planned Works","449022","127932","Firm","2013-08-20T14:48:47"
"2512405","M3","Hampshire","Jct 8 to 9 (Mp 102/6 to 99/0) North Bound","2013-07-18T20:25:00","2013-09-07T06:00:00","Slight (less than 10 mins)","Lane Closure 2100 to 0600 Barrier Repairs","Lane Closure","Planned Works","450012","132129","Firm","2013-08-23T11:25:56"
"2512424","M3","Hampshire","Jct 8 to 9 (Mp 102/6 to 99/0) South Bound","2013-07-18T20:25:00","2013-09-07T06:00:00","Slight (less than 10 mins)","Lane 2/3 Closure 2100 to 0600 Barrier Repairs","Lane Closure","Planned Works","450179","132313","Firm","2013-08-23T11:20:56"
"2520900","M3","Hampshire","Jct 11 to 12 (Mp 110/0 to 109/5) North bound","2013-07-09T20:15:00","2013-09-06T06:00:00","Slight (less than 10 mins)","Lane 1 Closure 2100 to 0600 Drainage","Lane Closure","Planned Works","446512","124580","Firm","2013-08-23T11:31:50"
"2547765","M3","Surrey","Chobham Road Overbridge, Mp 40/4, Southbound","2013-09-04T21:00:00","2013-09-06T05:30:00","Slight (less than 10 mins)","Lane 1 & 2 closure, 21:00 - 05:30, Drainage works","Lane Closure","Planned Works","496528","164530","Firm","2013-08-23T10:39:27"
"2549779","M3","Hampshire / Surrey","Jct 4 On slip North bound","2013-08-13T22:00:00","2013-08-31T06:00:00","Slight (less than 10 mins)","Closed follow diversion 2200 to 0530 Pavement Resurfacing works","Carriageway Closure","Planned Works","486796","158263","Firm","2013-08-23T10:48:03"
"2551472","M3","Hampshire","Jct 4 Slip Road (MP53/0 to 52/6) Northbound","2013-09-09T22:00:00","2013-09-14T05:00:00","Slight (less than 10 mins)","Slip Road Lane 1 & Hardshoulder Closure","Lane Closure","Planned Works","486773","158252","Provisional","2013-08-21T14:20:22"
"2555712","M3","Surrey","Jct 4 to 3 (Mp 51/8 to 48/8) North bound","2013-08-18T21:00:00","2013-09-16T06:00:00","No Delay","Lane 1 Closure 2100 to 0600  Drainage","Lane Closure","Planned Works","488376","159499","Firm","2013-07-30T13:28:45"
"2555717","M3","Surrey","Jct 4 to 3 (Mp 51/8 to 48/8) North bound","2013-08-19T21:00:00","2013-09-16T06:00:00","No Delay","Hardshoulder Closure 24 Hr Drainage","Lane Closure","Planned Works","488376","159499","Firm","2013-07-30T13:30:43"
"2565246","M3","Surrey","Jct 4 to 3 (Mp 51/3 to 49/1) North Bound","2013-08-20T08:35:00","2013-09-01T06:00:00","No Delay","Hardshoulder Closure 24 Hrs Veg Clearence/Drainage","Lane Closure","Planned Works","488498","159624","Firm","2013-08-20T08:24:38"
